combo_size,condition,n,hit_rate_pct,avg_up_move,avg_down_move,median_up_move,median_down_move,avg_close_move
3,cat_trend=trend_down & cat_prev_day_change=prev_big_down & time_bucket_15m=08:45-09:00,126,72.22,160.83,-199.4,100.0,-135.0,-14.01
3,cat_prev_day_change=prev_big_down & time_bucket_15m=09:15-09:30 & weekday=Wednesday,54,72.22,94.81,-156.11,50.0,-120.0,-33.89
3,flag_bull=bull & flag_pullback_vol_weak=pullback_vol_weak & time_bucket_15m=15:30-15:45,54,72.22,236.39,-405.0,50.0,-217.5,-163.52
3,flag_break_prev_high=break_prev_high & flag_hold_prev_low=hold_prev_low & time_bucket_15m=15:30-15:45,162,72.22,135.83,-479.97,37.5,-302.5,-320.49
3,cat_dist_ma20=far_above & cat_bb_ratio=bb_mid & flag_above_prev_day_close=below_prev_day_close,86,72.09,210.47,-149.24,97.5,-115.0,31.74
3,cat_dist_ma20=far_below & cat_bb_ratio=bb_expand & time_bucket_15m=13:00-13:15,43,72.09,121.05,-192.09,90.0,-140.0,-16.16
3,cat_vol_ratio=vol_high & cat_prev_day_change=prev_big_down & time_bucket_15m=15:15-15:30,68,72.06,276.54,-370.44,80.0,-180.0,-85.59
3,cat_trend=trend_up & flag_break_prev_high=break_prev_high & time_bucket_15m=15:30-15:45,125,72.0,152.36,-489.92,40.0,-280.0,-316.44
3,cat_atr_ratio=atr_high & time_bucket_15m=08:45-09:00 & weekday=Monday,182,71.98,147.47,-177.58,80.0,-132.5,-18.68
3,cat_trend=trend_mixed & time_bucket_15m=23:30-23:45 & weekday=Thursday,57,71.93,275.88,-300.7,165.0,-125.0,-4.82
3,cat_dist_ma20=far_above & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=09:00-09:15,57,71.93,134.82,-188.07,80.0,-180.0,-50.96
3,cat_rsi=rsi_high & cat_atr_ratio=atr_high & time_bucket_15m=06:00-06:15,32,71.88,124.84,-123.28,97.5,-110.0,-7.81
3,cat_rsi=rsi_midlow & cat_prev_day_change=prev_big_down & time_bucket_15m=15:30-15:45,32,71.88,271.25,-535.78,32.5,-235.0,-198.91
3,cat_gap=gap_up & time_bucket_15m=15:15-15:30 & weekday=Monday,96,71.88,26.72,-393.65,35.0,-182.5,-279.17
3,cat_body_ratio=body_small & time_bucket_15m=23:30-23:45 & weekday=Friday,110,71.82,213.77,-290.59,100.0,-162.5,-56.36
3,cat_dist_ma20=far_below & cat_prev_day_change=prev_big_down & time_bucket_15m=09:00-09:15,39,71.79,239.62,-211.92,180.0,-145.0,69.74
2,cat_dist_ma20=far_above & time_bucket_15m=23:00-23:15,39,71.79,225.64,-182.05,70.0,-120.0,24.87
3,cat_trend=trend_up & cat_dist_ma20=far_above & time_bucket_15m=23:00-23:15,39,71.79,225.64,-182.05,70.0,-120.0,24.87
3,cat_bb_ratio=bb_mid & time_bucket_15m=15:30-15:45 & weekday=Tuesday,39,71.79,260.0,-275.9,50.0,-125.0,-22.69
3,cat_prev_day_change=prev_big_down & time_bucket_15m=15:30-15:45 & weekday=Wednesday,39,71.79,174.62,-311.54,70.0,-175.0,-117.18
3,cat_dist_ma20=far_above & cat_bb_ratio=bb_mid & cat_prev_day_change=prev_big_down,92,71.74,190.82,-155.22,92.5,-110.0,26.68
3,cat_dist_ma20=far_below & flag_hold_prev_low=break_prev_low & time_bucket_15m=23:15-23:30,46,71.74,110.87,-169.24,90.0,-130.0,-70.0
3,cat_atr_ratio=atr_low & flag_pullback_2bar=pullback_2bar & time_bucket_15m=15:15-15:30,46,71.74,133.59,-297.28,65.0,-177.5,-103.7
3,cat_rsi=rsi_midhigh & cat_prev_day_change=prev_down & time_bucket_15m=15:30-15:45,46,71.74,177.83,-341.96,30.0,-317.5,-146.41
3,flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:45-16:00 & weekday=Wednesday,46,71.74,-295.87,-441.63,-170.0,-282.5,-358.26
3,cat_rsi=rsi_low & cat_bb_ratio=bb_squeeze & time_bucket_15m=23:30-23:45,53,71.7,216.13,-242.64,80.0,-200.0,-18.58
3,flag_hold_prev_low=break_prev_low & flag_hold_prev_high=break_prev_high & time_bucket_15m=15:30-15:45,53,71.7,208.4,-350.57,50.0,-130.0,-114.25
3,cat_rsi=rsi_high & cat_atr_ratio=atr_high & time_bucket_15m=15:30-15:45,106,71.7,127.45,-492.64,40.0,-297.5,-357.64
