combo_size,condition,n,hit_rate_pct,avg_up_move,avg_down_move,median_up_move,median_down_move,avg_close_move
3,flag_pullback_2bar=pullback_2bar & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:15-15:30,404,72.52,447.57,-72.44,315.0,-70.0,326.89
3,cat_body_ratio=body_large & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:00-15:15,265,72.45,421.98,-118.47,300.0,-50.0,297.11
3,cat_dist_ma20=far_below & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=23:00-23:15,47,72.34,461.81,-612.45,300.0,-205.0,-65.64
2,cat_dist_ma20=far_below & time_bucket_15m=23:15-23:30,65,72.31,439.62,-593.15,285.0,-345.0,-100.15
3,cat_trend=trend_down & cat_dist_ma20=far_below & time_bucket_15m=23:15-23:30,65,72.31,439.62,-593.15,285.0,-345.0,-100.15
3,cat_dist_ma20=far_below & cat_rsi=rsi_low & time_bucket_15m=23:15-23:30,65,72.31,439.62,-593.15,285.0,-345.0,-100.15
3,cat_dist_ma20=far_below & flag_pullback_2bar=pullback_2bar & time_bucket_15m=23:15-23:30,65,72.31,439.62,-593.15,285.0,-345.0,-100.15
3,cat_bb_ratio=bb_expand & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:45-16:00,83,72.29,448.07,246.39,345.0,160.0,341.45
3,flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:45-16:00 & weekday=Friday,36,72.22,410.83,223.19,420.0,215.0,303.89
3,cat_trend=trend_down & cat_prev_day_change=prev_up & time_bucket_15m=15:30-15:45,90,72.22,337.33,-190.06,245.0,-20.0,124.44
3,cat_dist_ma20=far_below & cat_bb_ratio=bb_squeeze & flag_hold_prev_low=hold_prev_low,72,72.22,266.94,-223.4,222.5,-135.0,37.29
3,cat_rsi=rsi_midlow & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:00-15:15,237,72.15,410.68,-95.04,285.0,-45.0,300.46
2,flag_pullback_vol_weak=pullback_vol_weak & time_bucket_15m=08:45-09:00,61,72.13,325.66,-273.28,240.0,-230.0,62.54
3,cat_vol_ratio=vol_normal & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:15-15:30,211,72.04,436.49,-87.37,315.0,-70.0,306.35
3,flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:15-15:30 & weekday=Friday,143,72.03,377.94,-94.06,305.0,-80.0,236.01
3,cat_prev_day_change=prev_up & time_bucket_15m=15:15-15:30 & weekday=Monday,50,72.0,310.9,-230.2,247.5,-52.5,78.4
3,flag_bull=not_bull & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:30-15:45,339,71.98,483.05,-86.8,370.0,-30.0,354.94
3,flag_hold_prev_high=hold_prev_high & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:30-15:45,371,71.97,489.41,-88.07,355.0,-25.0,359.84
3,cat_prev_day_change=prev_big_down & time_bucket_15m=23:15-23:30 & weekday=Thursday,57,71.93,352.19,-220.88,185.0,-100.0,136.4
3,cat_atr_ratio=atr_low & cat_body_ratio=body_large & time_bucket_15m=23:00-23:15,32,71.88,312.66,-337.03,197.5,-100.0,59.84
3,cat_trend=trend_up & cat_rsi=rsi_midlow & time_bucket_15m=08:45-09:00,32,71.88,193.44,-184.06,170.0,-155.0,-10.16
3,flag_hold_prev_low=break_prev_low & time_bucket_15m=15:30-15:45 & weekday=Friday,71,71.83,429.79,-118.45,380.0,-20.0,266.13
3,cat_vol_ratio=vol_spike & time_bucket_15m=23:45-24:00 & weekday=Wednesday,39,71.79,558.97,-97.18,375.0,-75.0,386.79
3,cat_bb_ratio=bb_squeeze & cat_prev_day_change=prev_big_down & time_bucket_15m=23:30-23:45,39,71.79,430.51,-283.08,255.0,-65.0,176.54
3,cat_dist_ma20=far_below & cat_prev_day_change=prev_big_down & time_bucket_15m=09:00-09:15,39,71.79,340.26,-234.49,275.0,-190.0,155.38
3,cat_dist_ma20=far_below & flag_break_prev_low=break_prev_low & time_bucket_15m=23:00-23:15,39,71.79,452.31,-670.38,255.0,-265.0,-146.15
3,cat_trend=trend_mixed & cat_prev_day_change=prev_down & time_bucket_15m=09:15-09:30,46,71.74,159.78,-89.57,170.0,-52.5,49.57
3,cat_dist_ma20=near_below & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=15:00-15:15,477,71.7,391.35,-88.57,265.0,-40.0,290.07
