combo_size,condition,n,hit_rate_pct,avg_up_move,avg_down_move,median_up_move,median_down_move,avg_close_move
2,cat_dist_ma20=far_below & time_bucket_15m=23:15-23:30,65,72.31,439.62,-593.15,285.0,-345.0,-100.15
3,cat_trend=trend_down & cat_dist_ma20=far_below & time_bucket_15m=23:15-23:30,65,72.31,439.62,-593.15,285.0,-345.0,-100.15
3,cat_dist_ma20=far_below & cat_rsi=rsi_low & time_bucket_15m=23:15-23:30,65,72.31,439.62,-593.15,285.0,-345.0,-100.15
3,cat_dist_ma20=far_below & flag_pullback_2bar=pullback_2bar & time_bucket_15m=23:15-23:30,65,72.31,439.62,-593.15,285.0,-345.0,-100.15
3,flag_bull=not_bull & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:00-15:15,671,72.28,95.22,-394.35,45.0,-300.0,-283.41
3,flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:30-15:45 & weekday=Thursday,137,72.26,144.12,-460.62,30.0,-400.0,-295.55
3,cat_dist_ma20=far_above & cat_atr_ratio=atr_low & time_bucket_15m=10:30-10:45,36,72.22,116.94,-169.17,92.5,-165.0,-22.36
3,cat_rsi=rsi_high & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:45-16:00,72,72.22,-307.64,-493.12,-195.0,-337.5,-392.92
3,cat_rsi=rsi_low & time_bucket_15m=23:30-23:45 & weekday=Friday,115,72.17,175.83,-452.17,70.0,-220.0,-229.17
3,cat_body_ratio=body_mid & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:15-15:30,230,72.17,135.87,-429.04,80.0,-250.0,-290.39
2,flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:15-15:30,769,72.17,56.65,-425.75,60.0,-280.0,-302.05
3,cat_rsi=rsi_high & cat_gap=gap_up & time_bucket_15m=15:00-15:15,261,72.03,136.0,-384.46,45.0,-265.0,-231.59
3,cat_body_ratio=body_mid & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:30-15:45,125,72.0,113.52,-501.12,40.0,-375.0,-347.52
3,flag_bull=not_bull & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:15-15:30,485,71.96,9.57,-409.07,50.0,-290.0,-294.86
3,flag_pullback_2bar=pullback_2bar & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:15-15:30,506,71.94,77.43,-430.83,60.0,-282.5,-299.38
3,cat_prev_day_change=prev_big_down & time_bucket_15m=14:45-15:00 & weekday=Thursday,57,71.93,200.44,-375.44,70.0,-235.0,-172.02
3,cat_prev_day_change=prev_big_up & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:15-15:30,146,71.92,58.66,-444.01,55.0,-265.0,-345.62
3,cat_dist_ma20=far_below & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=13:00-13:15,32,71.88,132.34,-327.34,77.5,-217.5,-141.72
3,cat_rsi=rsi_midhigh & flag_pullback_2bar=no_pullback_2bar & time_bucket_15m=15:30-15:45,64,71.88,117.73,-443.2,25.0,-345.0,-266.88
3,cat_atr_ratio=atr_low & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=14:45-15:00,78,71.79,71.03,-318.27,47.5,-220.0,-238.59
3,cat_dist_ma20=far_below & flag_pullback_vol_weak=pullback_vol_not_weak & time_bucket_15m=23:00-23:15,46,71.74,457.72,-501.52,302.5,-235.0,26.09
3,cat_atr_ratio=atr_low & flag_pullback_2bar=pullback_2bar & time_bucket_15m=15:15-15:30,46,71.74,182.28,-400.33,90.0,-277.5,-135.22
3,flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:45-16:00 & weekday=Thursday,46,71.74,-179.78,-379.89,-262.5,-405.0,-284.02
3,cat_prev_day_change=prev_up & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:30-15:45,92,71.74,103.26,-527.93,27.5,-412.5,-395.33
3,cat_prev_day_change=prev_big_up & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:30-15:45,120,71.67,74.21,-489.29,30.0,-295.0,-385.25
3,cat_bb_ratio=bb_squeeze & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:15-15:30,335,71.64,75.42,-421.0,65.0,-295.0,-295.39
3,cat_prev_day_change=prev_down & flag_hold_prev_high=break_prev_high & time_bucket_15m=15:30-15:45,88,71.59,126.93,-368.01,47.5,-330.0,-196.31
3,cat_body_ratio=body_large & flag_above_prev_day_close=above_prev_day_close & time_bucket_15m=15:15-15:30,165,71.52,140.24,-501.09,75.0,-300.0,-346.03
3,cat_dist_ma20=far_above & flag_above_prev_day_close=below_prev_day_close & time_bucket_15m=08:45-09:00,42,71.43,240.83,-194.29,132.5,-165.0,42.98
3,cat_atr_ratio=atr_low & time_bucket_15m=14:30-14:45 & weekday=Thursday,42,71.43,98.93,-223.21,70.0,-192.5,-110.12
