combo,n,down_big_rate_pct,base_rate_pct,edge_pct,avg_down_move,median_down_move
below_ma50 + vol_ratio_ge_1_2 + monday,4055,32.43,23.46,8.97,-93.63,-45.0
far_above_ma20 + rsi_ge_75 + roc5_turn_down,2424,32.43,23.46,8.97,-85.86,-45.0
bb_lower_2_touch + macd_hist_down + body_small,1912,32.43,23.46,8.97,-83.94,-45.0
far_above_ma20 + gap_up + night_open,549,32.42,23.46,8.97,-72.5,-45.0
bear_bar + late_night + friday,3748,32.42,23.46,8.96,-91.55,-45.0
bb_upper_2_touch + high_break_3 + gap_down,2289,32.42,23.46,8.96,-86.37,-45.0
bb_lower_2_touch + body_small,1925,32.42,23.46,8.96,-83.74,-45.0
below_ma20 + bb_lower_2_touch + body_small,1925,32.42,23.46,8.96,-83.74,-45.0
cci_ge_150 + roc5_ge_0_5 + night_open,802,32.42,23.46,8.96,-74.75,-50.0
bb_lower_2_touch + stoch_dead + lower_wick_long,182,32.42,23.46,8.96,-88.49,-45.0
ma50_down + bb_lower_2_touch + roc5_turn_down,5903,32.41,23.46,8.95,-81.32,-45.0
cci_ge_150 + roc5_ge_1 + gap_up,756,32.41,23.46,8.95,-94.44,-50.0
atr_high + body_small + low_break_3,503,32.41,23.46,8.95,-84.98,-50.0
bull_bar + upper_wick_long + low_break_3,108,32.41,23.46,8.95,-81.85,-50.0
bb_upper_2_touch + rsi_ge_75 + cci_falling,1818,32.4,23.46,8.94,-91.67,-50.0
bb_width_wide + stoch_overbought + cci_ge_150,4492,32.39,23.46,8.93,-89.62,-45.0
below_ma50 + vol_ratio_ge_1_5 + hour_13_15,1661,32.39,23.46,8.93,-102.03,-45.0
far_above_ma20 + bb_upper_2_touch + night_open,565,32.39,23.46,8.93,-77.04,-50.0
cci_ge_150 + vol_ratio_ge_1_5 + atr_low,494,32.39,23.46,8.93,-75.9,-40.0
bb_upper_2_touch + hour_13_15 + monday,247,32.39,23.46,8.93,-155.43,-45.0
ma20_down + rsi_le_30 + late_night,6179,32.38,23.46,8.93,-86.35,-45.0
cci_falling + atr_high + lower_wick_long,5117,32.38,23.46,8.93,-81.07,-45.0
stoch_overbought + cci_ge_150 + vol_ratio_ge_1_5,5031,32.38,23.46,8.92,-87.55,-45.0
ma50_down + bb_lower_2_touch + body_large,3774,32.38,23.46,8.92,-81.09,-45.0
rsi_le_30 + upper_wick_long + late_night,1745,32.38,23.46,8.92,-88.84,-45.0
below_ma20 + bb_width_wide + macd_positive_but_weakening,1606,32.38,23.46,8.92,-76.97,-50.0
far_above_ma20 + close_up_big + night_open,210,32.38,23.46,8.92,-78.19,-50.0
far_above_ma20 + bb_width_wide + stoch_overbought,5350,32.37,23.46,8.92,-86.15,-45.0
far_above_ma20 + bb_upper_2_touch + upper_wick_long,417,32.37,23.46,8.92,-79.68,-50.0
stoch_dead + gap_down + late_night,3463,32.37,23.46,8.91,-83.28,-50.0
bb_lower_2_touch + macd_hist_down + monday,1931,32.37,23.46,8.91,-90.96,-45.0
cci_ge_150 + hour_13_15 + monday,380,32.37,23.46,8.91,-139.86,-47.5
ma20_down + vol_ratio_ge_1_2 + low_break_3,8210,32.36,23.46,8.91,-85.08,-45.0
bb_width_wide + bear_bar + low_break_3,6832,32.36,23.46,8.91,-82.27,-45.0
ma20_down + far_below_ma20 + gap_up,2166,32.36,23.46,8.91,-90.76,-45.0
macd_below_signal + low_break_3 + gap_down,6873,32.36,23.46,8.9,-82.83,-50.0
cci_ge_150 + vol_ratio_ge_1_5 + high_break_3,4008,32.36,23.46,8.9,-87.55,-45.0
bb_upper_2_touch + roc5_ge_1 + gap_up,615,32.36,23.46,8.9,-95.1,-45.0
macd_below_signal + vol_ratio_ge_1_2 + body_large,9056,32.35,23.46,8.9,-84.7,-45.0
macd_positive_but_weakening + roc5_ge_0_5 + night_open,204,32.35,23.46,8.9,-77.35,-50.0
bb_upper_3_touch + atr_high + lower_wick_long,102,32.35,23.46,8.9,-92.4,-45.0
atr_high + bull_bar + body_large,6093,32.35,23.46,8.89,-80.16,-45.0
ma20_down + vol_ratio_ge_1_2 + body_large,8577,32.34,23.46,8.89,-82.21,-45.0
ma50_down + vol_ratio_ge_1_2 + monday,3976,32.34,23.46,8.89,-92.41,-45.0
bb_upper_2_touch + bb_width_wide + cci_falling,1818,32.34,23.46,8.89,-91.83,-50.0
cci_ge_150 + bear_bar + close_up_big,269,32.34,23.46,8.89,-80.04,-45.0
bb_width_wide + macd_below_signal + gap_down,11763,32.34,23.46,8.88,-78.1,-45.0
high_break_3 + gap_down + late_night,2177,32.34,23.46,8.88,-83.15,-45.0
far_above_ma20 + rsi_ge_75 + lower_wick_long,1410,32.34,23.46,8.88,-82.61,-45.0
body_small + close_up_big,201,32.34,23.46,8.88,-83.28,-45.0
body_small + close_up + close_up_big,201,32.34,23.46,8.88,-83.28,-45.0
bb_width_wide + atr_high + upper_wick_long,5536,32.33,23.46,8.88,-79.79,-45.0
stoch_dead + vol_ratio_ge_1_5 + atr_low,498,32.33,23.46,8.87,-69.71,-45.0
bb_upper_2_touch + cci_falling + monday,628,32.32,23.46,8.87,-91.39,-50.0
bb_lower_2_touch + stoch_dead + roc5_turn_down,2005,32.32,23.46,8.86,-77.62,-45.0
bb_width_wide + vol_ratio_ge_1_2 + night_open,1436,32.31,23.46,8.86,-79.74,-50.0
cci_falling + atr_high + high_break_3,752,32.31,23.46,8.86,-80.15,-50.0
bb_width_wide + body_large + low_break_3,4367,32.31,23.46,8.85,-81.05,-45.0
bb_upper_3_touch + bb_width_wide + night_open,195,32.31,23.46,8.85,-78.1,-50.0
macd_hist_down + vol_ratio_ge_1_2 + close_down,16794,32.3,23.46,8.85,-85.03,-45.0
bb_width_wide + rsi_le_30 + atr_high,7501,32.3,23.46,8.85,-80.38,-45.0
vol_ratio_ge_1_2 + lower_wick_long + close_down,5120,32.3,23.46,8.85,-87.12,-45.0
ma20_down + bb_lower_2_touch + stoch_dead,2170,32.3,23.46,8.85,-77.18,-45.0
below_ma50 + roc5_turn_down + vol_ratio_ge_1_2,11978,32.3,23.46,8.84,-84.39,-45.0
atr_high + lower_wick_long + body_small,5849,32.3,23.46,8.84,-81.08,-45.0
ma50_down + bb_lower_2_touch + cci_falling,4917,32.3,23.46,8.84,-81.31,-45.0
bear_bar + body_small + close_up,226,32.3,23.46,8.84,-80.71,-45.0
ma50_down + vol_ratio_ge_1_5 + gap_up,4840,32.29,23.46,8.84,-83.18,-45.0
bb_width_wide + rsi_le_30 + cci_falling,4109,32.29,23.46,8.84,-82.42,-45.0
macd_positive_but_weakening + vol_ratio_ge_1_2 + late_night,2338,32.29,23.46,8.84,-94.09,-45.0
far_above_ma20 + bb_upper_3_touch + night_open,192,32.29,23.46,8.84,-77.71,-50.0
atr_high + upper_wick_long + late_night,2769,32.29,23.46,8.83,-90.45,-45.0
bb_upper_2_touch + vol_ratio_ge_1_5 + late_night,1087,32.29,23.46,8.83,-96.1,-45.0
macd_positive_but_weakening + atr_low + hour_9_10,1022,32.29,23.46,8.83,-68.49,-50.0
low_break_3 + gap_down + monday,2187,32.28,23.46,8.83,-84.3,-50.0
rsi_ge_70 + roc5_ge_1 + lower_wick_long,381,32.28,23.46,8.83,-97.19,-45.0
bb_width_wide + stoch_dead + gap_down,4257,32.28,23.46,8.82,-76.46,-50.0
vol_ratio_ge_1_2 + close_up + friday,4006,32.28,23.46,8.82,-84.05,-45.0
rsi_le_30 + macd_below_signal + atr_high,8152,32.27,23.46,8.82,-82.32,-45.0
below_ma20 + rsi_le_30 + late_night,6350,32.27,23.46,8.81,-85.96,-45.0
far_above_ma20 + rsi_ge_70 + friday,1221,32.27,23.46,8.81,-85.04,-45.0
macd_hist_down + cci_falling + atr_high,11680,32.26,23.46,8.8,-82.18,-50.0
bb_lower_2_touch + stoch_dead + close_down,2207,32.26,23.46,8.8,-77.18,-45.0
bb_upper_3_touch + roc5_ge_1 + gap_up,186,32.26,23.46,8.8,-105.32,-45.0
macd_hist_down + roc5_ge_1 + bull_bar,93,32.26,23.46,8.8,-91.56,-50.0
macd_positive_but_weakening + roc5_ge_1 + bull_bar,93,32.26,23.46,8.8,-91.56,-50.0
below_ma50 + rsi_le_30 + low_break_3,6012,32.25,23.46,8.8,-83.67,-45.0
cci_falling + vol_ratio_ge_1_2 + friday,4292,32.25,23.46,8.79,-84.66,-45.0
cci_ge_100 + atr_high + gap_up,4091,32.24,23.46,8.79,-85.79,-45.0
vol_ratio_ge_1_5 + upper_wick_long + friday,1160,32.24,23.46,8.79,-89.62,-45.0
macd_positive_but_weakening + vol_ratio_ge_1_2 + close_down,7404,32.24,23.46,8.78,-86.31,-45.0
bb_lower_2_touch + roc5_turn_down + lower_wick_long,1278,32.24,23.46,8.78,-83.44,-45.0
below_ma20 + vol_ratio_ge_1_2 + body_large,8870,32.23,23.46,8.78,-83.0,-45.0
rsi_ge_70 + atr_high + close_up,3937,32.23,23.46,8.78,-83.51,-45.0
vol_ratio_ge_1_5 + bear_bar + night_open,636,32.23,23.46,8.78,-79.92,-50.0
ma20_down + bb_width_wide + macd_hist_down,8592,32.23,23.46,8.77,-80.24,-50.0
roc5_turn_down + vol_ratio_ge_1_2 + hour_13_15,3022,32.23,23.46,8.77,-107.04,-45.0
cci_ge_100 + roc5_ge_0_5 + night_open,1052,32.22,23.46,8.77,-75.49,-50.0
bull_bar + body_small + close_up_big,90,32.22,23.46,8.77,-97.44,-55.0
far_above_ma20 + cci_falling + atr_high,3291,32.21,23.46,8.75,-83.7,-45.0
far_above_ma20 + rsi_ge_75 + stoch_dead,1124,32.21,23.46,8.75,-89.89,-50.0
macd_positive_but_weakening + stoch_overbought + roc5_ge_1,236,32.2,23.46,8.75,-86.06,-45.0
macd_hist_down + atr_high + body_small,4851,32.2,23.46,8.74,-81.66,-45.0
rsi_ge_70 + atr_high + bull_bar,3730,32.2,23.46,8.74,-82.24,-45.0
ma50_down + rsi_le_30 + gap_down,9580,32.19,23.46,8.74,-81.18,-45.0
rsi_le_30 + late_night,6374,32.19,23.46,8.74,-85.84,-45.0
vol_ratio_ge_1_2 + lower_wick_long + body_small,6321,32.19,23.46,8.74,-86.43,-45.0
far_above_ma20 + atr_high + body_small,1227,32.19,23.46,8.74,-82.77,-45.0
bb_width_wide + roc5_turn_down + gap_down,10597,32.19,23.46,8.73,-78.91,-50.0
below_ma20 + vol_ratio_ge_1_2 + hour_13_15,3029,32.19,23.46,8.73,-105.98,-45.0
bb_lower_2_touch + stoch_dead,2212,32.19,23.46,8.73,-77.06,-45.0
below_ma20 + bb_lower_2_touch + stoch_dead,2212,32.19,23.46,8.73,-77.06,-45.0
bb_lower_2_touch + stoch_dead + cci_falling,1662,32.19,23.46,8.73,-77.02,-45.0
atr_low + body_large + hour_9_10,1010,32.18,23.46,8.72,-68.47,-50.0
vol_ratio_ge_1_5 + body_small + gap_flat,491,32.18,23.46,8.72,-73.73,-45.0
roc5_ge_1 + upper_wick_long + close_down,115,32.17,23.46,8.72,-73.17,-50.0
bear_bar + body_small + gap_down,7163,32.17,23.46,8.71,-79.36,-45.0
macd_below_signal + low_break_3 + late_night,3948,32.17,23.46,8.71,-94.84,-45.0
far_above_ma20 + stoch_overbought + atr_high,3606,32.17,23.46,8.71,-84.81,-45.0
bb_lower_2_touch + cci_falling + body_small,771,32.17,23.46,8.71,-77.99,-45.0
bb_lower_2_touch + upper_wick_long + low_break_3,659,32.17,23.46,8.71,-82.75,-45.0
roc5_turn_down + vol_ratio_ge_2_0 + high_break_3,314,32.17,23.46,8.71,-74.81,-40.0
cci_ge_150 + vol_ratio_ge_1_5 + night_open,286,32.17,23.46,8.71,-74.41,-45.0
ma20_down + bb_lower_2_touch + low_break_3,6442,32.16,23.46,8.71,-82.62,-45.0
stoch_dead + vol_ratio_ge_2_0 + bull_bar,712,32.16,23.46,8.71,-80.26,-45.0
ma20_down + atr_high + upper_wick_long,4624,32.16,23.46,8.7,-80.55,-45.0
bb_width_wide + rsi_ge_70 + gap_down,4568,32.16,23.46,8.7,-81.44,-50.0
vol_ratio_ge_1_2 + body_large + friday,3567,32.16,23.46,8.7,-84.6,-45.0
rsi_ge_75 + stoch_dead + vol_ratio_ge_1_5,908,32.16,23.46,8.7,-92.6,-45.0
bb_lower_2_touch + macd_hist_down + stoch_dead,2205,32.15,23.46,8.7,-77.11,-45.0
roc5_ge_1 + roc5_turn_down + gap_up,339,32.15,23.46,8.7,-95.41,-50.0
below_ma20 + roc5_turn_down + vol_ratio_ge_1_2,13291,32.14,23.46,8.69,-84.59,-45.0
below_ma50 + bb_width_wide + macd_hist_down,9196,32.14,23.46,8.69,-79.51,-45.0
stoch_dead + cci_falling + vol_ratio_ge_1_2,6110,32.14,23.46,8.69,-84.56,-45.0
roc5_ge_1 + lower_wick_long + night_open,168,32.14,23.46,8.69,-84.76,-50.0
bull_bar + lower_wick_long + low_break_3,84,32.14,23.46,8.69,-82.2,-40.0
ma50_down + vol_ratio_ge_1_5 + hour_13_15,1615,32.14,23.46,8.68,-98.83,-45.0
bb_lower_2_touch + stoch_dead + body_large,1537,32.14,23.46,8.68,-80.09,-45.0
vol_ratio_ge_1_5 + gap_up,11828,32.13,23.46,8.67,-86.71,-45.0
vol_ratio_ge_1_2 + vol_ratio_ge_1_5 + gap_up,11828,32.13,23.46,8.67,-86.71,-45.0
bb_lower_2_touch + close_down + monday,1662,32.13,23.46,8.67,-88.23,-45.0
bb_upper_2_touch + atr_high + bear_bar,607,32.13,23.46,8.67,-82.22,-50.0
bb_width_wide + close_down + friday,4785,32.12,23.46,8.66,-80.63,-50.0
rsi_ge_70 + vol_ratio_ge_1_5 + high_break_3,3014,32.12,23.46,8.66,-87.89,-45.0
stoch_dead + atr_high + bull_bar,632,32.12,23.46,8.66,-91.72,-45.0
atr_low + hour_9_10 + friday,604,32.12,23.46,8.66,-68.45,-50.0
bb_width_wide + roc5_turn_down + low_break_3,6262,32.11,23.46,8.66,-80.82,-45.0
cci_ge_150 + vol_ratio_ge_1_5 + bull_bar,4637,32.11,23.46,8.66,-88.73,-45.0
roc5_turn_down + atr_high + close_up,3550,32.11,23.46,8.66,-79.95,-45.0
bb_width_wide + cci_ge_150 + cci_falling,3096,32.11,23.46,8.65,-87.95,-50.0
atr_high + lower_wick_long + late_night,3049,32.11,23.46,8.65,-89.77,-45.0
bb_upper_2_touch + rsi_ge_75 + high_break_3,2507,32.11,23.46,8.65,-90.05,-45.0
below_ma20 + vol_ratio_ge_1_5 + high_break_3,489,32.11,23.46,8.65,-81.19,-45.0
far_above_ma20 + bear_bar + high_break_3,218,32.11,23.46,8.65,-79.17,-45.0
macd_hist_down + vol_ratio_ge_1_2 + bear_bar,16192,32.1,23.46,8.65,-85.38,-45.0
bb_upper_2_touch + roc5_turn_down + vol_ratio_ge_1_5,866,32.1,23.46,8.65,-92.81,-45.0
roc5_ge_1 + body_small,461,32.1,23.46,8.65,-87.31,-45.0
roc5_ge_0_5 + roc5_ge_1 + body_small,461,32.1,23.46,8.65,-87.31,-45.0
macd_below_signal + vol_ratio_ge_1_5 + gap_up,5932,32.1,23.46,8.64,-87.94,-45.0
ma50_down + macd_positive_but_weakening + vol_ratio_ge_1_5,1293,32.1,23.46,8.64,-85.92,-45.0
rsi_ge_70 + vol_ratio_ge_1_5 + body_small,1271,32.1,23.46,8.64,-87.31,-45.0
bb_lower_2_touch + macd_hist_down + low_break_3,6559,32.09,23.46,8.64,-82.48,-45.0
rsi_le_30 + macd_below_signal + low_break_3,6183,32.09,23.46,8.63,-83.73,-45.0
bb_lower_2_touch + bear_bar + low_break_3,6143,32.09,23.46,8.63,-83.71,-45.0
rsi_le_30 + close_down + friday,2920,32.09,23.46,8.63,-80.92,-45.0
bb_upper_2_touch + stoch_dead + atr_low,134,32.09,23.46,8.63,-74.29,-50.0
stoch_dead + vol_ratio_ge_1_2 + friday,1786,32.08,23.46,8.63,-84.4,-45.0
macd_hist_down + vol_ratio_ge_1_2 + low_break_3,10179,32.08,23.46,8.62,-85.11,-45.0
bb_upper_2_touch + close_up + gap_down,2899,32.08,23.46,8.62,-85.65,-45.0
far_above_ma20 + stoch_overbought + close_down,1780,32.08,23.46,8.62,-81.21,-45.0
cci_falling + roc5_ge_0_5 + gap_up,1462,32.08,23.46,8.62,-92.02,-45.0
bb_lower_2_touch + body_large + monday,979,32.07,23.46,8.62,-87.61,-45.0
bb_lower_2_touch + low_break_3,6573,32.07,23.46,8.61,-82.39,-45.0
below_ma20 + bb_lower_2_touch + low_break_3,6573,32.07,23.46,8.61,-82.39,-45.0
bb_lower_2_touch + low_break_3 + close_down,6573,32.07,23.46,8.61,-82.39,-45.0
vol_ratio_ge_1_5 + body_large + close_up,5563,32.07,23.46,8.61,-86.61,-45.0
below_ma50 + atr_low + hour_9_10,1419,32.06,23.46,8.61,-69.68,-50.0
macd_positive_but_weakening + atr_high + lower_wick_long,2820,32.06,23.46,8.6,-77.76,-45.0
cci_ge_100 + vol_ratio_ge_1_2 + lower_wick_long,2408,32.06,23.46,8.6,-85.67,-45.0
vol_ratio_ge_2_0 + night_open + monday,131,32.06,23.46,8.6,-78.93,-45.0
macd_below_signal + late_night + friday,4140,32.05,23.46,8.6,-91.85,-45.0
bb_lower_2_touch + vol_ratio_ge_1_2 + atr_low,390,32.05,23.46,8.6,-78.01,-45.0
vol_ratio_ge_1_2 + bear_bar + body_large,8650,32.05,23.46,8.59,-83.21,-45.0
ma20_down + rsi_le_30 + atr_high,8388,32.05,23.46,8.59,-81.58,-45.0
far_above_ma20 + rsi_ge_70 + cci_falling,4546,32.05,23.46,8.59,-84.11,-45.0
vol_ratio_ge_1_2 + hour_13_15 + friday,1242,32.05,23.46,8.59,-103.41,-45.0
bb_width_wide + cci_falling + low_break_3,6073,32.04,23.46,8.59,-80.49,-45.0
cci_falling + atr_high + body_small,4784,32.04,23.46,8.59,-79.88,-45.0
stoch_dead + vol_ratio_ge_2_0 + upper_wick_long,905,32.04,23.46,8.59,-80.54,-45.0
bb_lower_2_touch + vol_ratio_ge_1_2 + hour_11_12,465,32.04,23.46,8.59,-83.28,-50.0
ma20_down + vol_ratio_ge_2_0 + night_open,284,32.04,23.46,8.59,-80.44,-45.0
bb_lower_2_touch + body_small + hour_13_15,181,32.04,23.46,8.59,-89.81,-40.0
rsi_le_30 + atr_high,8390,32.04,23.46,8.58,-81.57,-45.0
below_ma20 + rsi_le_30 + atr_high,8390,32.04,23.46,8.58,-81.57,-45.0
bb_lower_2_touch + macd_below_signal + bear_bar,7635,32.04,23.46,8.58,-83.79,-45.0
far_above_ma20 + rsi_ge_75 + stoch_overbought,4673,32.04,23.46,8.58,-83.93,-45.0
vol_ratio_ge_1_5 + low_break_3 + hour_13_15,977,32.04,23.46,8.58,-103.44,-45.0
stoch_overbought + atr_high + body_large,3334,32.03,23.46,8.58,-84.05,-45.0
vol_ratio_ge_1_5 + bull_bar + close_down_big,128,32.03,23.46,8.58,-84.92,-45.0
bb_width_wide + low_break_3,7193,32.03,23.46,8.57,-79.87,-45.0
bb_width_wide + low_break_3 + close_down,7193,32.03,23.46,8.57,-79.87,-45.0
far_above_ma20 + bb_width_wide + cci_falling,4759,32.02,23.46,8.57,-83.71,-45.0
ma50_down + bb_lower_2_touch + lower_wick_long,1502,32.02,23.46,8.57,-85.52,-45.0
below_ma50 + gap_flat + hour_9_10,559,32.02,23.46,8.57,-61.39,-45.0
macd_hist_down + atr_high + late_night,5097,32.02,23.46,8.56,-90.4,-45.0
bb_lower_2_touch + cci_falling + hour_13_15,962,32.02,23.46,8.56,-93.04,-40.0
below_ma20 + vol_ratio_ge_2_0 + hour_11_12,406,32.02,23.46,8.56,-84.74,-50.0
vol_ratio_ge_2_0 + upper_wick_long + gap_flat,228,32.02,23.46,8.56,-68.03,-45.0
below_ma50 + bb_lower_2_touch + bear_bar,7356,32.01,23.46,8.56,-83.04,-45.0
macd_positive_but_weakening + cci_ge_150 + vol_ratio_ge_1_5,353,32.01,23.46,8.56,-84.49,-45.0
stoch_dead + roc5_turn_down + vol_ratio_ge_1_2,6567,32.01,23.46,8.55,-85.15,-45.0
bb_lower_2_touch + macd_positive_but_weakening + vol_ratio_ge_1_2,1156,32.01,23.46,8.55,-85.22,-45.0
below_ma50 + macd_positive_but_weakening + late_night,1228,32.0,23.46,8.55,-85.39,-45.0
macd_hist_down + vol_ratio_ge_1_2,21330,32.0,23.46,8.54,-84.79,-45.0
vol_ratio_ge_1_5 + lower_wick_long + low_break_3,1400,32.0,23.46,8.54,-90.11,-45.0
high_break_3 + gap_up + hour_13_15,1325,32.0,23.46,8.54,-114.31,-45.0
ma50_down + bb_upper_2_touch + bb_width_wide,175,32.0,23.46,8.54,-95.51,-50.0
vol_ratio_ge_1_2 + low_break_3,10408,31.99,23.46,8.54,-84.96,-45.0
vol_ratio_ge_1_2 + low_break_3 + close_down,10408,31.99,23.46,8.54,-84.96,-45.0
bb_width_wide + gap_down + late_night,7367,31.99,23.46,8.54,-81.53,-45.0
vol_ratio_ge_1_5 + high_break_3,6880,31.99,23.46,8.54,-85.76,-45.0
vol_ratio_ge_1_2 + vol_ratio_ge_1_5 + high_break_3,6880,31.99,23.46,8.54,-85.76,-45.0
vol_ratio_ge_1_5 + high_break_3 + close_up,6880,31.99,23.46,8.54,-85.76,-45.0
below_ma50 + atr_high + lower_wick_long,4582,31.99,23.46,8.54,-79.81,-45.0
atr_low + body_small + hour_9_10,994,31.99,23.46,8.54,-71.09,-50.0
ma20_down + bb_lower_2_touch + macd_below_signal,9201,31.99,23.46,8.53,-82.77,-45.0
cci_ge_100 + close_up + hour_13_15,3170,31.99,23.46,8.53,-114.26,-45.0
macd_positive_but_weakening + roc5_turn_down + vol_ratio_ge_1_2,7742,31.98,23.46,8.53,-85.69,-45.0
bb_lower_2_touch + roc5_turn_down + low_break_3,6000,31.98,23.46,8.53,-82.42,-45.0
macd_positive_but_weakening + atr_high + body_small,3046,31.98,23.46,8.52,-79.08,-45.0
bb_width_wide + macd_below_signal + hour_13_15,2258,31.98,23.46,8.52,-77.88,-45.0
bb_upper_2_touch + roc5_ge_0_5 + night_open,616,31.98,23.46,8.52,-75.5,-50.0
bb_upper_2_touch + roc5_turn_down + bear_bar,541,31.98,23.46,8.52,-86.35,-50.0
vol_ratio_ge_1_2 + bull_bar + friday,3916,31.97,23.46,8.52,-83.65,-45.0
far_above_ma20 + roc5_ge_1 + gap_up,957,31.97,23.46,8.52,-91.51,-45.0
far_above_ma20 + bear_bar + gap_up,1439,31.97,23.46,8.51,-82.16,-45.0
rsi_ge_75 + vol_ratio_ge_1_5 + friday,685,31.97,23.46,8.51,-85.45,-45.0
macd_positive_but_weakening + atr_high,9286,31.96,23.46,8.51,-80.42,-45.0
macd_hist_down + macd_positive_but_weakening + atr_high,9286,31.96,23.46,8.51,-80.42,-45.0
bb_upper_2_touch + gap_down,3285,31.96,23.46,8.51,-86.06,-45.0
macd_below_signal + high_break_3 + hour_13_15,754,31.96,23.46,8.51,-117.45,-45.0
atr_high + lower_wick_long,9052,31.96,23.46,8.5,-80.26,-45.0
rsi_ge_70 + vol_ratio_ge_1_5 + bull_bar,3667,31.96,23.46,8.5,-89.49,-45.0
bb_upper_2_touch + cci_ge_150 + gap_down,3117,31.95,23.46,8.5,-86.05,-45.0
far_above_ma20 + stoch_overbought + bear_bar,1981,31.95,23.46,8.5,-78.9,-45.0
bb_upper_2_touch + rsi_ge_75 + close_up,3227,31.95,23.46,8.49,-90.69,-45.0
bear_bar + close_up_big + night_open,144,31.94,23.46,8.49,-74.27,-42.5
ma20_down + rsi_le_30 + low_break_3,6294,31.94,23.46,8.48,-82.86,-45.0
bb_width_wide + macd_below_signal + friday,5280,31.93,23.46,8.48,-77.1,-45.0
far_above_ma20 + high_break_3 + night_open,476,31.93,23.46,8.48,-73.33,-50.0
bb_lower_2_touch + macd_below_signal + close_down,8097,31.93,23.46,8.47,-82.42,-45.0
ma20_down + low_break_3 + gap_down,7245,31.93,23.46,8.47,-80.07,-45.0
bb_upper_2_touch + vol_ratio_ge_1_5 + gap_up,2509,31.93,23.46,8.47,-89.96,-45.0
far_above_ma20 + rsi_ge_75 + bear_bar,1823,31.93,23.46,8.47,-79.01,-45.0
bb_lower_2_touch + lower_wick_long + low_break_3,855,31.93,23.46,8.47,-84.68,-50.0
roc5_ge_0_5 + bear_bar + late_night,570,31.93,23.46,8.47,-74.04,-45.0
roc5_ge_1 + bear_bar + body_small,166,31.93,23.46,8.47,-80.78,-47.5
macd_hist_down + roc5_turn_down + vol_ratio_ge_1_2,16298,31.92,23.46,8.47,-84.5,-45.0
below_ma20 + low_break_3 + late_night,4517,31.92,23.46,8.47,-91.53,-45.0
vol_ratio_ge_1_2 + body_large + hour_13_15,2603,31.92,23.46,8.47,-108.02,-45.0
bb_width_wide + gap_down,21297,31.92,23.46,8.46,-77.43,-45.0
bb_lower_2_touch + macd_below_signal + lower_wick_long,1886,31.92,23.46,8.46,-84.0,-45.0
atr_high + upper_wick_long + friday,1792,31.92,23.46,8.46,-83.78,-45.0
ma20_down + atr_high + lower_wick_long,4722,31.91,23.46,8.46,-79.52,-45.0
cci_ge_150 + vol_ratio_ge_1_5 + late_night,1338,31.91,23.46,8.46,-93.12,-45.0
bb_upper_3_touch + bear_bar + gap_up,141,31.91,23.46,8.46,-82.55,-40.0
body_small + gap_down + late_night,5315,31.91,23.46,8.45,-83.89,-45.0
bb_width_wide + cci_ge_100 + close_down,3416,31.91,23.46,8.45,-82.33,-50.0
bb_upper_2_touch + cci_ge_100 + gap_down,3275,31.91,23.46,8.45,-85.95,-45.0
stoch_overbought + vol_ratio_ge_1_5 + close_up,6890,31.9,23.46,8.45,-86.65,-45.0
roc5_turn_down + vol_ratio_ge_1_2 + monday,4053,31.9,23.46,8.45,-85.78,-45.0
cci_ge_150 + high_break_3 + gap_down,2586,31.9,23.46,8.45,-86.26,-45.0
rsi_ge_75 + stoch_overbought + hour_13_15,1492,31.9,23.46,8.45,-128.62,-45.0
atr_high + gap_down + hour_13_15,1282,31.9,23.46,8.45,-101.21,-45.0
cci_ge_100 + vol_ratio_ge_1_5 + atr_low,793,31.9,23.46,8.45,-76.34,-40.0
roc5_turn_down + vol_ratio_ge_1_2 + low_break_3,9534,31.9,23.46,8.44,-84.82,-45.0
below_ma20 + vol_ratio_ge_1_2 + low_break_3,9489,31.9,23.46,8.44,-84.72,-45.0
roc5_turn_down + gap_down + late_night,8659,31.9,23.46,8.44,-83.94,-45.0
ma50_down + rsi_le_30 + atr_high,7860,31.9,23.46,8.44,-81.33,-45.0
below_ma50 + bb_lower_2_touch + close_down,7813,31.9,23.46,8.44,-81.43,-45.0
cci_falling + vol_ratio_ge_1_2 + monday,4035,31.9,23.46,8.44,-87.08,-45.0
high_break_3 + gap_down + hour_13_15,1276,31.9,23.46,8.44,-100.55,-50.0
cci_ge_100 + roc5_ge_1 + gap_up,953,31.9,23.46,8.44,-90.61,-45.0
bb_lower_2_touch + bear_bar + monday,1552,31.89,23.46,8.44,-89.83,-45.0
rsi_le_30 + vol_ratio_ge_2_0 + night_open,185,31.89,23.46,8.44,-83.49,-45.0
macd_hist_down + vol_ratio_ge_1_2 + body_small,5645,31.89,23.46,8.43,-85.6,-45.0
below_ma50 + rsi_le_30 + atr_high,8265,31.88,23.46,8.43,-81.46,-45.0
bb_upper_2_touch + vol_ratio_ge_1_2 + monday,1264,31.88,23.46,8.43,-93.29,-45.0
close_up + gap_down + late_night,7617,31.88,23.46,8.42,-82.76,-45.0
below_ma20 + bb_width_wide + friday,5352,31.88,23.46,8.42,-76.6,-45.0
macd_positive_but_weakening + vol_ratio_ge_1_5 + gap_up,2886,31.88,23.46,8.42,-88.48,-45.0
