combo,n,down_big_rate_pct,base_rate_pct,edge_pct,avg_down_move,median_down_move
vol_ratio_ge_1_2 + close_down_big + night_open,255,32.94,23.46,9.48,-88.24,-50.0
vol_ratio_ge_2_0 + upper_wick_long + hour_13_15,252,32.94,23.46,9.48,-110.89,-40.0
cci_ge_150 + lower_wick_long + close_up_big,170,32.94,23.46,9.48,-94.65,-45.0
stoch_overbought + atr_high + bull_bar,5639,32.93,23.46,9.48,-84.34,-45.0
atr_high + lower_wick_long + low_break_3,747,32.93,23.46,9.48,-87.55,-50.0
bb_width_wide + upper_wick_long + close_up_big,164,32.93,23.46,9.47,-84.6,-45.0
ma50_down + vol_ratio_ge_1_2 + close_down,11355,32.92,23.46,9.46,-85.48,-45.0
below_ma50 + vol_ratio_ge_1_2 + upper_wick_long,4344,32.92,23.46,9.46,-85.2,-45.0
bb_upper_2_touch + vol_ratio_ge_1_5 + high_break_3,3840,32.92,23.46,9.46,-88.23,-45.0
vol_ratio_ge_1_5 + upper_wick_long + monday,1121,32.92,23.46,9.46,-91.58,-45.0
bb_upper_2_touch + bear_bar + close_up,322,32.92,23.46,9.46,-80.34,-45.0
bb_upper_2_touch + close_down + gap_down,240,32.92,23.46,9.46,-81.73,-55.0
bb_upper_3_touch + cci_ge_100 + lower_wick_long,155,32.9,23.46,9.45,-91.23,-45.0
rsi_le_30 + body_small + close_down_big,155,32.9,23.46,9.45,-83.74,-50.0
stoch_dead + atr_high + lower_wick_long,1380,32.9,23.46,9.44,-84.37,-45.0
far_above_ma20 + stoch_overbought + low_break_3,231,32.9,23.46,9.44,-85.37,-45.0
far_above_ma20 + body_small + monday,447,32.89,23.46,9.43,-77.53,-50.0
bb_upper_3_touch + stoch_overbought + lower_wick_long,149,32.89,23.46,9.43,-90.7,-45.0
far_above_ma20 + bear_bar + close_up,222,32.88,23.46,9.43,-80.54,-45.0
atr_high + body_large,11886,32.88,23.46,9.42,-81.77,-50.0
stoch_overbought + atr_high + close_up,5913,32.88,23.46,9.42,-84.93,-45.0
cci_falling + atr_high + body_large,5752,32.88,23.46,9.42,-82.85,-50.0
rsi_ge_70 + roc5_ge_0_5 + body_small,803,32.88,23.46,9.42,-92.27,-50.0
roc5_ge_0_5 + upper_wick_long + lower_wick_long,146,32.88,23.46,9.42,-73.97,-50.0
vol_ratio_ge_1_5 + bear_bar + gap_up,5324,32.87,23.46,9.41,-88.29,-45.0
bb_upper_2_touch + vol_ratio_ge_1_5 + bull_bar,4284,32.87,23.46,9.41,-90.11,-45.0
bb_width_wide + cci_ge_100 + high_break_3,3742,32.87,23.46,9.41,-87.34,-45.0
atr_high + high_break_3 + late_night,1649,32.87,23.46,9.41,-86.25,-45.0
far_above_ma20 + upper_wick_long,1570,32.87,23.46,9.41,-83.42,-50.0
bb_upper_2_touch + atr_low + lower_wick_long,143,32.87,23.46,9.41,-79.58,-40.0
ma20_down + ma50_down + atr_high,14298,32.86,23.46,9.41,-79.99,-50.0
cci_ge_150 + atr_high + body_small,1138,32.86,23.46,9.41,-83.23,-50.0
bb_lower_2_touch + macd_positive_but_weakening + gap_down,636,32.86,23.46,9.41,-81.25,-45.0
ma20_down + below_ma20 + atr_high,16251,32.86,23.46,9.4,-80.81,-50.0
ma50_down + atr_high + body_large,5954,32.85,23.46,9.4,-78.9,-45.0
ma20_down + macd_positive_but_weakening + hour_13_15,1041,32.85,23.46,9.4,-107.17,-50.0
rsi_ge_75 + roc5_ge_1 + friday,277,32.85,23.46,9.4,-84.08,-55.0
ma50_down + below_ma50 + vol_ratio_ge_1_2,17174,32.85,23.46,9.39,-84.54,-45.0
below_ma20 + below_ma50 + atr_high,15825,32.85,23.46,9.39,-80.79,-50.0
atr_high + body_small + late_night,3382,32.85,23.46,9.39,-91.81,-50.0
rsi_le_30 + stoch_dead + late_night,1370,32.85,23.46,9.39,-87.11,-45.0
rsi_ge_75 + vol_ratio_ge_1_5 + bull_bar,2576,32.84,23.46,9.39,-93.69,-45.0
bb_width_wide + cci_ge_150 + bear_bar,1495,32.84,23.46,9.39,-82.45,-50.0
rsi_ge_70 + close_up_big + night_open,204,32.84,23.46,9.39,-76.35,-50.0
roc5_ge_1 + lower_wick_long + body_small,268,32.84,23.46,9.38,-93.51,-45.0
ma20_down + roc5_turn_down + atr_high,8519,32.83,23.46,9.38,-81.36,-50.0
macd_below_signal + atr_high + body_small,5409,32.83,23.46,9.38,-80.94,-50.0
rsi_ge_75 + stoch_overbought + vol_ratio_ge_1_5,3067,32.83,23.46,9.38,-90.04,-45.0
ma50_down + macd_positive_but_weakening + atr_high,1203,32.83,23.46,9.38,-79.9,-50.0
cci_falling + vol_ratio_ge_1_2 + bull_bar,3601,32.82,23.46,9.37,-88.39,-50.0
rsi_le_30 + macd_hist_down + friday,2294,32.82,23.46,9.37,-84.62,-45.0
far_below_ma20 + high_break_3 + late_night,131,32.82,23.46,9.37,-73.28,-55.0
bb_width_wide + atr_high + late_night,7024,32.82,23.46,9.36,-83.66,-45.0
below_ma20 + atr_high + close_up,6701,32.82,23.46,9.36,-79.12,-45.0
bb_upper_2_touch + stoch_overbought + vol_ratio_ge_1_5,4470,32.82,23.46,9.36,-89.32,-45.0
bb_lower_2_touch + rsi_le_30 + lower_wick_long,1228,32.82,23.46,9.36,-88.54,-50.0
atr_high + bear_bar + close_up_big,195,32.82,23.46,9.36,-83.74,-45.0
cci_ge_100 + high_break_3 + hour_13_15,1734,32.81,23.46,9.36,-118.31,-45.0
below_ma20 + atr_low + hour_9_10,1344,32.81,23.46,9.36,-72.95,-50.0
vol_ratio_ge_1_2 + bear_bar + close_down,18671,32.81,23.46,9.35,-86.73,-45.0
below_ma20 + atr_high,17490,32.81,23.46,9.35,-80.79,-50.0
cci_ge_100 + vol_ratio_ge_1_5,9041,32.81,23.46,9.35,-86.18,-45.0
cci_ge_100 + vol_ratio_ge_1_2 + vol_ratio_ge_1_5,9041,32.81,23.46,9.35,-86.18,-45.0
below_ma20 + roc5_turn_down + atr_high,8735,32.81,23.46,9.35,-81.18,-50.0
bb_width_wide + roc5_ge_0_5 + night_open,1076,32.81,23.46,9.35,-79.16,-50.0
bb_lower_2_touch + bb_width_wide + upper_wick_long,829,32.81,23.46,9.35,-83.08,-50.0
ma20_down + atr_high + body_large,6305,32.8,23.46,9.34,-80.35,-50.0
bb_lower_2_touch + roc5_turn_down + body_small,1064,32.8,23.46,9.34,-81.61,-45.0
far_above_ma20 + stoch_overbought + body_small,1723,32.79,23.46,9.34,-84.67,-45.0
roc5_turn_down + atr_high + hour_13_15,1607,32.79,23.46,9.34,-99.37,-45.0
ma50_down + atr_high + close_up,6771,32.79,23.46,9.33,-77.9,-45.0
roc5_turn_down + vol_ratio_ge_1_2 + friday,4325,32.79,23.46,9.33,-86.63,-45.0
bb_width_wide + roc5_ge_0_5 + gap_up,1903,32.79,23.46,9.33,-94.31,-50.0
below_ma50 + atr_high,17063,32.78,23.46,9.33,-80.59,-50.0
cci_ge_150 + close_down + gap_down,1080,32.78,23.46,9.32,-84.33,-50.0
rsi_ge_75 + atr_high + hour_13_15,241,32.78,23.46,9.32,-118.49,-45.0
atr_high + body_small,10059,32.77,23.46,9.31,-81.99,-50.0
rsi_le_30 + macd_hist_down + low_break_3,5719,32.77,23.46,9.31,-84.64,-45.0
ma50_down + vol_ratio_ge_1_2 + body_small,5316,32.77,23.46,9.31,-86.33,-45.0
cci_ge_100 + vol_ratio_ge_1_5 + monday,1770,32.77,23.46,9.31,-88.36,-45.0
rsi_le_30 + macd_positive_but_weakening + vol_ratio_ge_1_2,592,32.77,23.46,9.31,-83.69,-45.0
ma50_down + below_ma20 + atr_high,13985,32.76,23.46,9.31,-80.33,-50.0
below_ma50 + vol_ratio_ge_1_5 + gap_up,5079,32.76,23.46,9.31,-86.97,-45.0
below_ma20 + late_night + monday,3980,32.76,23.46,9.31,-85.3,-50.0
cci_ge_100 + vol_ratio_ge_2_0 + late_night,992,32.76,23.46,9.31,-98.48,-50.0
vol_ratio_ge_1_2 + bull_bar + close_down,293,32.76,23.46,9.31,-81.35,-50.0
vol_ratio_ge_1_2 + close_down,19824,32.76,23.46,9.3,-85.9,-45.0
rsi_le_30 + vol_ratio_ge_1_5 + hour_11_12,348,32.76,23.46,9.3,-87.64,-50.0
below_ma20 + vol_ratio_ge_1_2,21477,32.75,23.46,9.29,-85.89,-45.0
below_ma50 + bb_lower_2_touch + low_break_3,6003,32.75,23.46,9.29,-83.29,-45.0
vol_ratio_ge_1_5 + close_down + gap_up,5402,32.75,23.46,9.29,-88.15,-45.0
below_ma50 + bb_lower_2_touch + monday,1768,32.75,23.46,9.29,-91.54,-50.0
below_ma50 + stoch_overbought + vol_ratio_ge_2_0,284,32.75,23.46,9.29,-78.33,-45.0
bear_bar + body_large + close_up,171,32.75,23.46,9.29,-72.84,-35.0
ma20_down + atr_high + bull_bar,7250,32.74,23.46,9.29,-78.76,-45.0
atr_low + close_up + hour_9_10,1524,32.74,23.46,9.29,-70.73,-50.0
bb_upper_3_touch + bear_bar + night_open,113,32.74,23.46,9.29,-77.79,-45.0
macd_below_signal + vol_ratio_ge_1_2,22061,32.74,23.46,9.28,-87.41,-45.0
macd_below_signal + vol_ratio_ge_1_2 + low_break_3,8367,32.74,23.46,9.28,-87.28,-45.0
ma50_down + bb_lower_2_touch + close_down,6472,32.74,23.46,9.28,-81.55,-45.0
below_ma20 + vol_ratio_ge_1_5 + gap_up,5403,32.74,23.46,9.28,-87.9,-45.0
rsi_le_30 + roc5_turn_down + atr_high,4170,32.73,23.46,9.28,-83.67,-45.0
cci_falling + atr_high,15726,32.73,23.46,9.27,-82.51,-50.0
roc5_turn_down + atr_high + late_night,5158,32.73,23.46,9.27,-89.71,-50.0
bb_lower_2_touch + upper_wick_long + body_small,1045,32.73,23.46,9.27,-85.76,-45.0
rsi_ge_70 + high_break_3 + hour_13_15,880,32.73,23.46,9.27,-129.91,-50.0
rsi_ge_75 + macd_hist_down + roc5_ge_1,220,32.73,23.46,9.27,-88.05,-50.0
rsi_ge_75 + macd_positive_but_weakening + roc5_ge_1,220,32.73,23.46,9.27,-88.05,-50.0
below_ma50 + macd_hist_down + vol_ratio_ge_1_2,13568,32.72,23.46,9.27,-85.83,-45.0
bb_upper_3_touch + bb_width_wide + gap_up,382,32.72,23.46,9.27,-96.06,-45.0
ma50_down + atr_high,16326,32.72,23.46,9.26,-79.49,-50.0
ma20_down + ma50_down + bb_lower_2_touch,7470,32.72,23.46,9.26,-81.97,-45.0
macd_hist_down + stoch_dead + atr_high,4025,32.72,23.46,9.26,-83.33,-50.0
rsi_ge_75 + atr_high + monday,1079,32.72,23.46,9.26,-84.2,-50.0
vol_ratio_ge_2_0 + bear_bar + hour_11_12,379,32.72,23.46,9.26,-87.77,-55.0
cci_ge_150 + gap_down + monday,1131,32.71,23.46,9.26,-88.49,-50.0
atr_high + body_small + hour_13_15,914,32.71,23.46,9.26,-100.46,-50.0
vol_ratio_ge_1_5 + bull_bar + upper_wick_long,2837,32.71,23.46,9.25,-87.08,-45.0
macd_positive_but_weakening + vol_ratio_ge_1_5 + body_small,1602,32.71,23.46,9.25,-90.14,-45.0
body_small + low_break_3 + late_night,480,32.71,23.46,9.25,-92.03,-45.0
vol_ratio_ge_1_2 + bear_bar,19515,32.7,23.46,9.25,-86.13,-45.0
bb_upper_2_touch + bear_bar + high_break_3,318,32.7,23.46,9.25,-80.14,-45.0
bb_width_wide + rsi_ge_70 + cci_ge_150,3903,32.69,23.46,9.24,-94.09,-50.0
roc5_turn_down + atr_low + hour_9_10,1560,32.69,23.46,9.24,-71.13,-50.0
far_below_ma20 + gap_down + night_open,832,32.69,23.46,9.24,-82.37,-50.0
macd_below_signal + roc5_turn_down + atr_high,8223,32.69,23.46,9.23,-82.91,-50.0
macd_below_signal + atr_high + bull_bar,7517,32.69,23.46,9.23,-79.83,-45.0
ma20_down + bb_width_wide + low_break_3,4972,32.68,23.46,9.23,-81.54,-50.0
ma50_down + stoch_overbought + vol_ratio_ge_2_0,771,32.68,23.46,9.23,-86.89,-45.0
macd_hist_down + roc5_ge_0_5 + night_open,205,32.68,23.46,9.23,-78.27,-50.0
vol_ratio_ge_1_2 + lower_wick_long + friday,2078,32.68,23.46,9.22,-84.82,-45.0
bb_upper_2_touch + bb_width_wide + roc5_turn_down,967,32.68,23.46,9.22,-97.8,-50.0
bb_upper_3_touch + rsi_ge_70 + night_open,202,32.67,23.46,9.22,-77.48,-50.0
bb_width_wide + macd_below_signal + low_break_3,5280,32.67,23.46,9.21,-81.68,-50.0
stoch_dead + atr_high + body_large,2914,32.67,23.46,9.21,-82.41,-50.0
below_ma50 + vol_ratio_ge_1_2 + close_up,6959,32.66,23.46,9.21,-85.0,-45.0
stoch_overbought + atr_high + friday,1938,32.66,23.46,9.21,-86.4,-45.0
ma50_down + below_ma50 + atr_high,14924,32.66,23.46,9.2,-79.49,-50.0
bb_upper_2_touch + rsi_ge_70 + vol_ratio_ge_1_2,3760,32.66,23.46,9.2,-93.23,-45.0
far_above_ma20 + rsi_ge_70 + body_small,1721,32.66,23.46,9.2,-85.75,-45.0
vol_ratio_ge_1_2 + atr_low + gap_down,1485,32.66,23.46,9.2,-82.69,-45.0
ma20_down + vol_ratio_ge_2_0 + hour_11_12,395,32.66,23.46,9.2,-84.15,-55.0
cci_ge_150 + roc5_turn_down + vol_ratio_ge_1_5,1761,32.65,23.46,9.2,-88.38,-45.0
below_ma50 + atr_high + body_large,6209,32.65,23.46,9.19,-79.46,-45.0
rsi_le_30 + macd_below_signal + late_night,5890,32.65,23.46,9.19,-87.66,-45.0
cci_ge_100 + gap_up + hour_13_15,2181,32.65,23.46,9.19,-125.4,-45.0
ma20_down + vol_ratio_ge_1_5 + atr_low,928,32.65,23.46,9.19,-77.09,-45.0
macd_hist_down + atr_high,15716,32.64,23.46,9.19,-83.12,-50.0
macd_positive_but_weakening + roc5_turn_down + atr_high,6277,32.64,23.46,9.19,-81.71,-50.0
bb_width_wide + high_break_3 + gap_down,2947,32.64,23.46,9.19,-77.67,-50.0
far_below_ma20 + macd_below_signal + gap_up,2129,32.64,23.46,9.19,-91.78,-45.0
bb_width_wide + atr_low + hour_9_10,1253,32.64,23.46,9.19,-70.46,-50.0
atr_high + body_large + close_up,6064,32.64,23.46,9.18,-80.73,-45.0
bb_width_wide + low_break_3 + late_night,2347,32.64,23.46,9.18,-89.41,-45.0
far_above_ma20 + macd_positive_but_weakening + body_small,1198,32.64,23.46,9.18,-81.74,-45.0
bb_lower_2_touch + macd_below_signal + low_break_3,6187,32.63,23.46,9.18,-84.01,-45.0
bb_width_wide + macd_positive_but_weakening + atr_high,6150,32.63,23.46,9.18,-79.88,-45.0
macd_positive_but_weakening + vol_ratio_ge_1_5 + late_night,1330,32.63,23.46,9.18,-96.17,-45.0
roc5_turn_down + atr_high,16141,32.63,23.46,9.17,-81.68,-50.0
ma50_down + below_ma50 + bb_lower_2_touch,7521,32.63,23.46,9.17,-81.86,-45.0
rsi_le_30 + roc5_turn_down + gap_down,5881,32.63,23.46,9.17,-82.4,-45.0
vol_ratio_ge_1_5 + close_up + gap_up,5820,32.63,23.46,9.17,-87.86,-45.0
below_ma50 + bb_width_wide + low_break_3,5131,32.63,23.46,9.17,-81.06,-45.0
ma20_down + bb_lower_2_touch + body_small,1897,32.63,23.46,9.17,-84.38,-45.0
bb_upper_3_touch + bear_bar,236,32.63,23.46,9.17,-82.5,-45.0
bb_upper_2_touch + bb_upper_3_touch + bear_bar,236,32.63,23.46,9.17,-82.5,-45.0
bb_upper_3_touch + cci_ge_100 + bear_bar,236,32.63,23.46,9.17,-82.5,-45.0
bb_upper_3_touch + cci_ge_150 + bear_bar,236,32.63,23.46,9.17,-82.5,-45.0
bb_upper_3_touch + bear_bar + high_break_3,236,32.63,23.46,9.17,-82.5,-45.0
bb_upper_3_touch + bear_bar + close_up,236,32.63,23.46,9.17,-82.5,-45.0
ma50_down + bb_width_wide + low_break_3,4880,32.62,23.46,9.17,-81.07,-45.0
macd_positive_but_weakening + roc5_ge_0_5 + late_night,282,32.62,23.46,9.17,-82.04,-45.0
macd_hist_down + atr_high + body_large,5758,32.62,23.46,9.16,-82.5,-50.0
macd_positive_but_weakening + atr_high + monday,1824,32.62,23.46,9.16,-76.39,-50.0
bb_lower_2_touch + rsi_le_30 + upper_wick_long,1116,32.62,23.46,9.16,-82.54,-50.0
cci_ge_100 + atr_high + lower_wick_long,1935,32.61,23.46,9.15,-84.26,-45.0
far_above_ma20 + macd_positive_but_weakening + monday,779,32.61,23.46,9.15,-79.49,-50.0
below_ma20 + body_small + high_break_3,276,32.61,23.46,9.15,-67.61,-45.0
vol_ratio_ge_2_0 + lower_wick_long + gap_flat,276,32.61,23.46,9.15,-78.12,-45.0
bb_lower_2_touch + atr_high + hour_13_15,230,32.61,23.46,9.15,-108.02,-40.0
cci_ge_100 + cci_falling + low_break_3,184,32.61,23.46,9.15,-81.49,-45.0
bb_upper_2_touch + atr_high + body_small,684,32.6,23.46,9.15,-87.35,-50.0
below_ma20 + vol_ratio_ge_1_2 + close_down,14390,32.6,23.46,9.14,-85.37,-45.0
rsi_le_30 + vol_ratio_ge_1_2 + gap_up,2813,32.6,23.46,9.14,-85.53,-45.0
rsi_le_30 + close_up + hour_13_15,635,32.6,23.46,9.14,-93.24,-45.0
macd_hist_down + vol_ratio_ge_2_0 + night_open,273,32.6,23.46,9.14,-83.02,-50.0
vol_ratio_ge_1_5 + night_open + friday,227,32.6,23.46,9.14,-74.58,-40.0
bb_lower_2_touch + roc5_turn_down + close_up,181,32.6,23.46,9.14,-84.83,-50.0
bb_width_wide + stoch_overbought + hour_13_15,1396,32.59,23.46,9.14,-129.74,-45.0
roc5_turn_down + atr_high + high_break_3,767,32.59,23.46,9.14,-80.61,-45.0
stoch_overbought + vol_ratio_ge_1_2 + gap_down,4474,32.59,23.46,9.13,-89.01,-45.0
bb_width_wide + cci_ge_150 + roc5_turn_down,1976,32.59,23.46,9.13,-90.88,-50.0
bb_width_wide + hour_13_15 + friday,936,32.59,23.46,9.13,-96.61,-45.0
bb_upper_2_touch + stoch_dead + gap_down,537,32.59,23.46,9.13,-80.69,-45.0
cci_ge_100 + bear_bar + high_break_3,359,32.59,23.46,9.13,-78.43,-45.0
bb_upper_3_touch + bear_bar + close_up_big,224,32.59,23.46,9.13,-82.68,-45.0
below_ma50 + vol_ratio_ge_1_2 + low_break_3,8090,32.58,23.46,9.13,-85.76,-45.0
rsi_le_30 + stoch_dead + low_break_3,1645,32.58,23.46,9.13,-80.49,-45.0
roc5_turn_down + vol_ratio_ge_1_2 + close_down,16833,32.58,23.46,9.12,-85.83,-45.0
below_ma50 + atr_high + bull_bar,7002,32.58,23.46,9.12,-78.16,-45.0
stoch_dead + atr_high + hour_13_15,663,32.58,23.46,9.12,-91.64,-45.0
ma50_down + bb_lower_2_touch,7543,32.57,23.46,9.12,-81.75,-45.0
ma50_down + below_ma20 + bb_lower_2_touch,7543,32.57,23.46,9.12,-81.75,-45.0
bb_lower_2_touch + vol_ratio_ge_2_0 + night_open,175,32.57,23.46,9.12,-83.49,-45.0
ma50_down + rsi_le_30 + low_break_3,5220,32.57,23.46,9.11,-83.49,-45.0
below_ma50 + bb_lower_2_touch + body_small,1784,32.57,23.46,9.11,-84.59,-45.0
bb_upper_2_touch + lower_wick_long + gap_down,611,32.57,23.46,9.11,-83.13,-50.0
ma50_down + bb_lower_2_touch + macd_hist_down,7533,32.56,23.46,9.11,-81.78,-45.0
bb_width_wide + rsi_ge_75 + gap_down,3280,32.56,23.46,9.1,-81.64,-50.0
rsi_le_30 + body_small + late_night,2015,32.56,23.46,9.1,-85.19,-45.0
bb_width_wide + atr_high + gap_flat,1333,32.56,23.46,9.1,-73.41,-50.0
roc5_ge_0_5 + atr_high + night_open,900,32.56,23.46,9.1,-77.62,-50.0
bear_bar + high_break_3,387,32.56,23.46,9.1,-77.14,-45.0
bear_bar + high_break_3 + close_up,387,32.56,23.46,9.1,-77.14,-45.0
vol_ratio_ge_1_2 + friday,8534,32.55,23.46,9.1,-84.85,-45.0
rsi_le_30 + atr_high + body_small,2654,32.55,23.46,9.1,-81.7,-45.0
ma20_down + roc5_turn_down + vol_ratio_ge_1_2,12000,32.55,23.46,9.09,-84.79,-45.0
ma50_down + vol_ratio_ge_1_2 + low_break_3,6796,32.55,23.46,9.09,-85.3,-45.0
rsi_ge_70 + low_break_3 + gap_down,298,32.55,23.46,9.09,-88.14,-55.0
ma50_down + roc5_turn_down + atr_high,8020,32.54,23.46,9.09,-79.1,-50.0
below_ma50 + vol_ratio_ge_1_2 + bull_bar,7043,32.54,23.46,9.09,-84.96,-45.0
cci_ge_100 + vol_ratio_ge_1_5 + close_up,6779,32.54,23.46,9.09,-86.8,-45.0
rsi_le_30 + body_large + late_night,2274,32.54,23.46,9.09,-87.27,-45.0
bb_lower_2_touch + vol_ratio_ge_1_5 + hour_13_15,676,32.54,23.46,9.09,-95.42,-45.0
macd_below_signal + roc5_turn_down + vol_ratio_ge_1_2,12180,32.54,23.46,9.08,-86.9,-45.0
cci_falling + gap_down + late_night,7173,32.54,23.46,9.08,-87.6,-50.0
below_ma20 + bb_width_wide + low_break_3,5427,32.54,23.46,9.08,-81.09,-50.0
bb_lower_2_touch + macd_below_signal + stoch_dead,2102,32.54,23.46,9.08,-78.11,-45.0
bb_lower_2_touch + lower_wick_long + close_down,1429,32.54,23.46,9.08,-84.83,-45.0
rsi_ge_70 + roc5_ge_0_5 + gap_up,1663,32.53,23.46,9.08,-96.26,-45.0
atr_low + bull_bar + hour_9_10,1503,32.53,23.46,9.08,-70.41,-50.0
far_below_ma20 + gap_up,2183,32.52,23.46,9.07,-91.76,-45.0
below_ma20 + far_below_ma20 + gap_up,2183,32.52,23.46,9.07,-91.76,-45.0
far_below_ma20 + lower_wick_long + gap_up,575,32.52,23.46,9.07,-89.54,-45.0
below_ma20 + atr_high + body_large,6341,32.52,23.46,9.06,-80.32,-50.0
below_ma50 + bb_lower_2_touch + stoch_dead,2042,32.52,23.46,9.06,-76.72,-45.0
bb_upper_3_touch + rsi_ge_75 + night_open,163,32.52,23.46,9.06,-81.2,-50.0
stoch_overbought + roc5_ge_1 + lower_wick_long,406,32.51,23.46,9.06,-92.04,-45.0
macd_below_signal + vol_ratio_ge_1_2 + upper_wick_long,4596,32.51,23.46,9.05,-88.2,-45.0
far_above_ma20 + body_large + night_open,729,32.51,23.46,9.05,-76.56,-50.0
roc5_ge_0_5 + lower_wick_long + late_night,446,32.51,23.46,9.05,-94.78,-45.0
bb_lower_2_touch + vol_ratio_ge_1_5 + hour_11_12,363,32.51,23.46,9.05,-85.18,-55.0
below_ma20 + vol_ratio_ge_1_2 + bear_bar,13864,32.5,23.46,9.05,-85.79,-45.0
below_ma50 + roc5_turn_down + atr_high,8441,32.5,23.46,9.04,-80.54,-50.0
macd_hist_down + vol_ratio_ge_1_2 + monday,4086,32.5,23.46,9.04,-88.24,-45.0
vol_ratio_ge_1_5 + high_break_3 + late_night,1557,32.5,23.46,9.04,-93.34,-45.0
roc5_ge_1 + roc5_turn_down + body_small,160,32.5,23.46,9.04,-81.56,-45.0
ma50_down + bb_upper_3_touch + high_break_3,80,32.5,23.46,9.04,-72.25,-45.0
roc5_turn_down + vol_ratio_ge_1_2 + bear_bar,16163,32.49,23.46,9.03,-86.23,-45.0
macd_hist_down + gap_down + late_night,7748,32.49,23.46,9.03,-86.5,-50.0
ma20_down + late_night + monday,3940,32.49,23.46,9.03,-86.66,-50.0
vol_ratio_ge_1_5 + lower_wick_long + gap_up,2841,32.49,23.46,9.03,-92.06,-45.0
ma20_down + bb_lower_2_touch + monday,1899,32.49,23.46,9.03,-91.4,-50.0
rsi_ge_70 + macd_positive_but_weakening + vol_ratio_ge_1_5,945,32.49,23.46,9.03,-87.95,-45.0
macd_hist_down + stoch_overbought + roc5_ge_1,237,32.49,23.46,9.03,-86.12,-45.0
far_above_ma20 + bb_upper_3_touch + bear_bar,197,32.49,23.46,9.03,-81.57,-45.0
bb_upper_3_touch + roc5_ge_0_5 + night_open,197,32.49,23.46,9.03,-78.05,-50.0
bb_lower_2_touch + body_large + close_up,197,32.49,23.46,9.03,-73.86,-45.0
vol_ratio_ge_1_2 + lower_wick_long + high_break_3,933,32.48,23.46,9.02,-82.48,-40.0
stoch_overbought + vol_ratio_ge_1_5 + close_down,665,32.48,23.46,9.02,-85.41,-50.0
cci_ge_150 + atr_high + gap_up,2211,32.47,23.46,9.02,-86.7,-50.0
upper_wick_long + high_break_3 + close_up_big,194,32.47,23.46,9.02,-79.18,-45.0
ma50_down + macd_hist_down + vol_ratio_ge_1_2,12166,32.47,23.46,9.01,-84.57,-45.0
ma50_down + atr_high + bull_bar,6927,32.47,23.46,9.01,-76.85,-45.0
vol_ratio_ge_1_2 + low_break_3 + monday,2002,32.47,23.46,9.01,-88.86,-45.0
atr_low + hour_9_10 + monday,730,32.47,23.46,9.01,-72.9,-50.0
bb_lower_2_touch + atr_high + bull_bar,693,32.47,23.46,9.01,-84.37,-45.0
bb_upper_3_touch + cci_ge_150 + lower_wick_long,154,32.47,23.46,9.01,-90.36,-45.0
below_ma20 + bb_width_wide + macd_hist_down,9420,32.46,23.46,9.01,-80.04,-50.0
far_below_ma20 + body_small + gap_up,613,32.46,23.46,9.01,-88.81,-45.0
macd_below_signal + stoch_overbought + vol_ratio_ge_2_0,422,32.46,23.46,9.01,-85.9,-42.5
atr_high + bear_bar + hour_13_15,1411,32.46,23.46,9.0,-100.13,-50.0
rsi_ge_75 + vol_ratio_ge_1_5 + body_small,875,32.46,23.46,9.0,-85.72,-45.0
vol_ratio_ge_1_5 + upper_wick_long + gap_flat,419,32.46,23.46,9.0,-73.75,-45.0
rsi_ge_75 + hour_13_15 + monday,305,32.46,23.46,9.0,-180.54,-40.0
below_ma20 + macd_hist_down + vol_ratio_ge_1_2,15530,32.45,23.46,9.0,-85.62,-45.0
far_above_ma20 + macd_positive_but_weakening,3621,32.45,23.46,8.99,-80.98,-45.0
far_above_ma20 + macd_hist_down + macd_positive_but_weakening,3621,32.45,23.46,8.99,-80.98,-45.0
rsi_ge_70 + cci_ge_150 + gap_down,2635,32.45,23.46,8.99,-88.0,-50.0
below_ma50 + bb_lower_2_touch + macd_below_signal,8529,32.44,23.46,8.99,-83.28,-45.0
rsi_ge_70 + cci_ge_100 + hour_13_15,2056,32.44,23.46,8.99,-131.4,-45.0
atr_high + body_large + hour_13_15,1199,32.44,23.46,8.99,-99.96,-50.0
ma50_down + macd_below_signal + late_night,9933,32.44,23.46,8.98,-85.64,-45.0
close_down + late_night + friday,3733,32.44,23.46,8.98,-92.5,-45.0
bb_lower_2_touch + monday,1933,32.44,23.46,8.98,-90.97,-50.0
below_ma20 + bb_lower_2_touch + monday,1933,32.44,23.46,8.98,-90.97,-50.0
bb_lower_2_touch + body_large + friday,1042,32.44,23.46,8.98,-82.72,-45.0
stoch_overbought + vol_ratio_ge_2_0 + late_night,857,32.44,23.46,8.98,-108.74,-50.0
below_ma50 + vol_ratio_ge_1_2,20779,32.43,23.46,8.98,-84.3,-45.0
below_ma20 + atr_high + bull_bar,6897,32.43,23.46,8.98,-77.94,-45.0
below_ma50 + stoch_dead + vol_ratio_ge_1_2,4070,32.43,23.46,8.98,-83.06,-45.0
vol_ratio_ge_1_5 + upper_wick_long + close_up,2855,32.43,23.46,8.98,-87.03,-45.0
bb_width_wide + upper_wick_long + close_down_big,148,32.43,23.46,8.98,-96.99,-55.0
cci_ge_100 + vol_ratio_ge_2_0 + night_open,148,32.43,23.46,8.98,-78.65,-47.5
vol_ratio_ge_1_2 + bear_bar + lower_wick_long,5060,32.43,23.46,8.97,-87.49,-45.0
